Year,Format,Country,Place,Nr_Winners,Order,Participant,Song,Points,Rank,Win,Qualified
1965,Final,Italy,Naples,1,13,Bobby Solo,"Se Piangi, Se Ridi",15,5,0,0
1965,Final,Denmark,Naples,1,14,Birgit Brüel,For Din Skyld,10,7,0,0
1965,Final,Luxembourg,Naples,1,15,France Gall,"Poupée De Cire, Poupée De Son",32,1,1,0
1965,Final,Finland,Naples,1,16,Viktor Klimenko,Aurinko Laskee Länteen,0,15,0,0
1965,Final,Yugoslavia,Naples,1,17,Vice Vukov,Ceznja,2,12,0,0
1965,Final,Switzerland,Naples,1,18,Yovanna,Non à Jamais Sans Toi,8,8,0,0
1966,Final,Germany,Luxembourg,1,1,Margot Eskens,Die Zeiger Der Uhr,7,10,0,0
1966,Final,Denmark,Luxembourg,1,2,Ulla Pia,"Stop, Ja Stop - Ja Stop, Mens Legen Er Go",4,14,0,0
1966,Final,Belgium,Luxembourg,1,3,Tonia,"Un Peu De Poivre, Un Peu De Sel",14,4,0,0
1966,Final,Luxembourg,Luxembourg,1,4,Michèle Torr,Ce Soir Je T'attendais,7,10,0,0
1966,Final,Yugoslavia,Luxembourg,1,5,Berta Ambroz,Brez Besed,9,7,0,0
1966,Final,Norway,Luxembourg,1,6,Åse Kleveland,Intet Er Nytt Under Solen,15,3,0,0
1966,Final,Finland,Luxembourg,1,7,Ann-Christine Nyström,Play-boy,7,10,0,0
1966,Final,Portugal,Luxembourg,1,8,Madalena Iglesias,Ele E Ela,6,13,0,0
1966,Final,Austria,Luxembourg,1,9,Udo Jürgens,Merci Chérie,31,1,1,0
1966,Final,Sweden,Luxembourg,1,10,Lill Lindfors and Svante Thuresson,Nygammal Vals Eller Hip Man Svinaherde,16,2,0,0
1966,Final,Spain,Luxembourg,1,11,Raphael,Yo Soy Aquél,9,7,0,0
1966,Final,Switzerland,Luxembourg,1,12,Madeleine Pascal,Ne Vois-tu Pas?,12,6,0,0
1966,Final,Monaco,Luxembourg,1,13,Tereza,Bien Plus Fort,0,17,0,0
1966,Final,Italy,Luxembourg,1,14,Domenico Modugno,Dio Come Ti Amo,0,17,0,0
1966,Final,France,Luxembourg,1,15,Dominique Walter,Chez Nous,1,16,0,0
1966,Final,Netherlands,Luxembourg,1,16,Milly Scott,Fernando En Philippo,2,15,0,0
1966,Final,Ireland,Luxembourg,1,17,Dickie Rock,Come Back To Stay,14,4,0,0
1966,Final,United Kingdom,Luxembourg,1,18,Kenneth McKellar,A Man Without Love,8,9,0,0
1967,Final,Netherlands,Vienna,1,1,Thérèse Steinmetz,Ring-dinge,2,14,0,0
1967,Final,Luxembourg,Vienna,1,2,Vicky,L'amour Est Bleu,17,4,0,0
1967,Final,Austria,Vienna,1,3,Peter Horten,Warum Es Hunderttausend Sterne Gibt,2,14,0,0
1967,Final,France,Vienna,1,4,Noëlle Cordier,Il Doit Faire Beau Là-bas,20,3,0,0
1967,Final,Portugal,Vienna,1,5,Eduardo Nascimento,O Vento Mudou,3,12,0,0
1967,Final,Switzerland,Vienna,1,6,Géraldine,Quel Coeur Vas-tu Briser?,0,17,0,0
1967,Final,Sweden,Vienna,1,7,Östen Warnebring,Som En Dröm,7,8,0,0
1967,Final,Finland,Vienna,1,8,Fredi,Varjoon-suojaan,3,12,0,0
1967,Final,Germany,Vienna,1,9,Inge Brück,Anouschka,7,8,0,0
1967,Final,Belgium,Vienna,1,10,Louis Neefs,Ik Heb Zorgen,8,7,0,0
1967,Final,United Kingdom,Vienna,1,11,Sandie Shaw,Puppet On A String,47,1,1,0
1967,Final,Spain,Vienna,1,12,Raphael,Hablemos Del Amor,9,6,0,0
1967,Final,Norway,Vienna,1,13,Kirsti Sparboe,Dukkemann,2,14,0,0
1967,Final,Monaco,Vienna,1,14,Minouche Barelli,Boum-badaboum,10,5,0,0
1967,Final,Yugoslavia,Vienna,1,15,Lado Leskovar,Vse Roze Sveta,7,8,0,0
1967,Final,Italy,Vienna,1,16,Claudio Villa,Non Andare Più Lontano,4,11,0,0
1967,Final,Ireland,Vienna,1,17,Sean Dunphy,If I Could Choose,22,2,0,0
1968,Final,Portugal,London,1,1,Carlos Mendes,Verão,5,11,0,0
1968,Final,Netherlands,London,1,2,Ronnie Tober,Morgen,1,16,0,0
1968,Final,Belgium,London,1,3,Claude Lombard,Quand Tu Reviendras,8,7,0,0
1968,Final,Austria,London,1,4,Karel Gott,Tausend Fenster,2,13,0,0
1968,Final,Luxembourg,London,1,5,Chris Baldo and Sophie Garel,Nous Vivrons D'amour,5,11,0,0
1968,Final,Switzerland,London,1,6,Gianni Mascolo,Guardando Il Sole,2,13,0,0
1968,Final,Monaco,London,1,7,Line and Willy,A Chacun Sa Chanson,8,7,0,0
1968,Final,Sweden,London,1,8,Claes-Göran Hederström,"Det Börjar Verka Kärlek, Banne Mej",15,5,0,0
1968,Final,Finland,London,1,9,Kristina Hautala,Kun Kello Käy,1,16,0,0
1968,Final,France,London,1,10,Isabelle Aubret,La Source,20,3,0,0
1968,Final,Italy,London,1,11,Sergio Endrigo,Marianne,7,10,0,0
1968,Final,United Kingdom,London,1,12,Cliff Richard,Congratulations,28,2,0,0
1968,Final,Norway,London,1,13,Odd Børre,Stress,2,13,0,0
1968,Final,Ireland,London,1,14,Pat McGeegan,Chance Of A Lifetime,18,4,0,0
1968,Final,Spain,London,1,15,Massiel,"La, La, La...",29,1,1,0
1968,Final,Germany,London,1,16,Wencke Myhre,Ein Hoch Der Liebe,11,6,0,0
1968,Final,Yugoslavia,London,1,17,Luci Kapurso and Hamo Hajdarhodzic,Jedan Dan,8,7,0,0
1969,Final,Yugoslavia,Madrid,4,1,Ivan,Pozdrav Svijetu,5,13,0,0
1969,Final,Luxembourg,Madrid,4,2,Romuald,Cathérine,7,11,0,0
1969,Final,Spain,Madrid,4,3,Salomé,Vivo Cantando,18,1,1,0
1969,Final,Monaco,Madrid,4,4,Jean-Jacques,"Maman, Maman",11,6,0,0
1969,Final,Ireland,Madrid,4,5,Muriel Day and the Lindsays,The Wages Of Love,10,7,0,0
1969,Final,Italy,Madrid,4,6,Iva Zanicchi,Due Grosse Lacrime Bianche,5,13,0,0
1969,Final,United Kingdom,Madrid,4,7,Lulu,Boom Bang-a-bang,18,1,1,0
1969,Final,Netherlands,Madrid,4,8,Lenny Kuhr,De Troubadour,18,1,1,0
1969,Final,Sweden,Madrid,4,9,Tommy Körberg,"Judy, Min Vän",8,9,0,0
1969,Final,Belgium,Madrid,4,10,Louis Neefs,Jennifer Jennings,10,7,0,0
1969,Final,Switzerland,Madrid,4,11,Paola del Medico,"Bonjour, Bonjour",13,5,0,0
1969,Final,Norway,Madrid,4,12,Kirsti Sparboe,"Oj, Oj, Oj, Så Glad, Jeg Skal Bli",1,16,0,0
1969,Final,Germany,Madrid,4,13,Siw Malmkvist,Primaballerina,8,9,0,0
1969,Final,France,Madrid,4,14,Frida Boccara,"Un Jour, Un Enfant",18,1,1,0
1969,Final,Portugal,Madrid,4,15,Simone de Oliveira,Desfolhada Portuguesa,4,15,0,0
1969,Final,Finland,Madrid,4,16,Jarkko and Laura,Kuin Silloin Ennen,6,12,0,0
1970,Final,Netherlands,Amsterdam,1,1,Patricia and Hearts of Soul,Waterman,7,7,0,0
1970,Final,Switzerland,Amsterdam,1,2,Henri Dès,Retour,8,4,0,0
1970,Final,Italy,Amsterdam,1,3,Gianni Morandi,Occhi Di Ragazza,5,8,0,0
1970,Final,Yugoslavia,Amsterdam,1,4,Eva Sren,"Pridi, Dala Ti Bom Cvet",4,11,0,0
1970,Final,Belgium,Amsterdam,1,5,Jean Vallée,Viens L'oublier,5,8,0,0
1970,Final,France,Amsterdam,1,6,Guy Bonnet,Marie Blanche,8,4,0,0
1970,Final,United Kingdom,Amsterdam,1,7,Mary Hopkin,"Knock, Knock (who's There?)",26,2,0,0
1970,Final,Luxembourg,Amsterdam,1,8,David-Alexandre Winter,Je Suis Tombé Du Ciel,0,12,0,0
1970,Final,Spain,Amsterdam,1,9,Julio Iglesias,Gwendolyne,8,4,0,0
1970,Final,Monaco,Amsterdam,1,10,Dominique Dussault,Marlène,5,8,0,0
1970,Final,Germany,Amsterdam,1,11,Katja Ebstein,Wunder Gibt Es Immer Wieder,12,3,0,0
1970,Final,Ireland,Amsterdam,1,12,Dana,All Kinds Of Everything,32,1,1,0
1971,Final,Austria,Dublin,1,1,Marianne Mendt,Musik,66,16,0,0
1971,Final,Malta,Dublin,1,2,Joe Grech,Marija L-maltija,52,18,0,0
1971,Final,Monaco,Dublin,1,3,Séverine,"Un Banc, Un Arbre, Une Rue",128,1,1,0
1971,Final,Switzerland,Dublin,1,4,"Peter, Sue and Marc",Les Illusions De Nos Vingt Ans,78,12,0,0
1971,Final,Germany,Dublin,1,5,Katja Ebstein,Diese Welt,100,3,0,0
1971,Final,Spain,Dublin,1,6,Karina,En Un Mundo Nuevo,116,2,0,0
1971,Final,France,Dublin,1,7,Serge Lama,Un Jardin Sur La Terre,82,10,0,0
1971,Final,Luxembourg,Dublin,1,8,Monique Melsen,"Pomme, Pomme, Pomme",70,13,0,0
1971,Final,United Kingdom,Dublin,1,9,Clodagh Rodgers,Jack In The Box,98,4,0,0
1971,Final,Belgium,Dublin,1,10,Lily Castel and Jacques Raymond,"Goeie Morgen, Morgen",68,14,0,0
1971,Final,Italy,Dublin,1,11,Massimo Ranieri,L'amore è Un Attimo,91,5,0,0
1971,Final,Sweden,Dublin,1,12,Family Four,Vita Vidder,85,6,0,0
1971,Final,Ireland,Dublin,1,13,Angela Farrell,One Day Love,79,11,0,0
1971,Final,Netherlands,Dublin,1,14,Saskia and Serge,De Tijd,85,6,0,0
1971,Final,Portugal,Dublin,1,15,Tonicha,Menina Do Alto Da Serra,83,9,0,0
1971,Final,Yugoslavia,Dublin,1,16,Krunoslav Slabinac,Tvoj Djecak Je Tuzan,68,14,0,0
1971,Final,Finland,Dublin,1,17,Markku Aro and Koivisto Sisters,Tie Uuteen Päivään,84,8,0,0
1971,Final,Norway,Dublin,1,18,Hanne Krogh,Lykken Er...,65,17,0,0
1972,Final,Germany,Edinburgh,1,1,Mary Roos,Nur Die Liebe Läßt Uns Leben,107,3,0,0
1972,Final,France,Edinburgh,1,2,Betty Mars,Comé-comédie,81,11,0,0
1972,Final,Ireland,Edinburgh,1,3,Sandie Jones,Ceol On Ghrá,72,15,0,0
1972,Final,Spain,Edinburgh,1,4,Jaime Morey,Amanece,83,10,0,0
1972,Final,United Kingdom,Edinburgh,1,5,The New Seekers,"Beg, Steal Or Borrow",114,2,0,0
1972,Final,Norway,Edinburgh,1,6,Grethe Kausland and Benny Borg,Småting,73,14,0,0
1972,Final,Portugal,Edinburgh,1,7,Carlos Mendes,A Festa Da Vida,90,7,0,0
1972,Final,Switzerland,Edinburgh,1,8,Véronique Müller,C'est La Chanson De Mon Amour,88,8,0,0
1972,Final,Malta,Edinburgh,1,9,Helen and Joseph,L-imhabba,48,18,0,0
1972,Final,Finland,Edinburgh,1,10,Päivi Paunu and Kim Floor,Muistathan,78,12,0,0
1972,Final,Austria,Edinburgh,1,11,The Milestones,Falter Im Wind,100,5,0,0
1972,Final,Italy,Edinburgh,1,12,Nicola di Bari,I Giorni Dell' Arcobaleno,92,6,0,0
1972,Final,Yugoslavia,Edinburgh,1,13,Tereza,Muzika I Ti,87,9,0,0
1972,Final,Sweden,Edinburgh,1,14,Family Four,Härliga Sommardag,75,13,0,0
1972,Final,Monaco,Edinburgh,1,15,Anne-Marie Godart and Peter MacLane,Comme On S'aime,65,16,0,0
1972,Final,Belgium,Edinburgh,1,16,Serge and Christine Ghisoland,À La Folie Ou Pas Du Tout,55,17,0,0
1972,Final,Luxembourg,Edinburgh,1,17,Vicky Leandros,Après Toi,128,1,1,0
1972,Final,Netherlands,Edinburgh,1,18,Sandra and Andres,Als Het Om De Liefde Gaat,106,4,0,0
1973,Final,Finland,Luxembourg,1,1,Marion Rung,Tom Tom Tom,93,6,0,0
1973,Final,Belgium,Luxembourg,1,2,Nicole and Hugo,"Baby, Baby",58,17,0,0
1973,Final,Portugal,Luxembourg,1,3,Fernando Tordo,Tourada,80,10,0,0
1973,Final,Germany,Luxembourg,1,4,Gitte,Junger Tag,85,8,0,0
1973,Final,Norway,Luxembourg,1,5,Bendik Singers,It's Just A Game,89,7,0,0
1973,Final,Monaco,Luxembourg,1,6,Marie,Un Train Qui Part,85,8,0,0
1973,Final,Spain,Luxembourg,1,7,Mocedades,Eres Tú,125,2,0,0
1973,Final,Switzerland,Luxembourg,1,8,Patrick Juvet,"Je Me Vais Marier, Marie",79,12,0,0
1973,Final,Yugoslavia,Luxembourg,1,9,Zdravko Colic,Gori Vatra,65,15,0,0
1973,Final,Italy,Luxembourg,1,10,Massimo Ranieri,Chi Sarà Con Te,74,13,0,0
1973,Final,Luxembourg,Luxembourg,1,11,Anne-Marie David,Tu Te Reconnaîtras,129,1,1,0
1973,Final,Sweden,Luxembourg,1,12,The Nova and The Dolls,You're Summer,94,5,0,0
1973,Final,Netherlands,Luxembourg,1,13,Ben Cramer,De Oude Muzikant,69,14,0,0
1973,Final,Ireland,Luxembourg,1,14,Maxi,Do I Dream?,80,10,0,0
1973,Final,United Kingdom,Luxembourg,1,15,Cliff Richard,Power To All Our Friends,123,3,0,0
1973,Final,France,Luxembourg,1,16,Martine Clémenceau,Sans Toi,65,15,0,0
1973,Final,Israel,Luxembourg,1,17,Ilanit,Ey-sham,97,4,0,0
1974,Final,Finland,Brighton,1,1,Carita,Äla Mene Pois (Keep Me Warm),4,13,0,0
1974,Final,United Kingdom,Brighton,1,2,Olivia Newton-John,Long Live Love,14,4,0,0
1974,Final,Spain,Brighton,1,3,Peret,Canta Y Se Feliz,10,9,0,0
1974,Final,Norway,Brighton,1,4,Anne-Karine Ström and the Bendik Singers,The First Day Of Love,3,14,0,0
1974,Final,Greece,Brighton,1,5,Marinella,"Krassi, Thalassa Ke T'agori Mou",7,11,0,0
1974,Final,Israel,Brighton,1,6,Poogy,Natati La Khaiai,11,7,0,0
1974,Final,Yugoslavia,Brighton,1,7,Korni,Generacija 42,6,12,0,0
1974,Final,Sweden,Brighton,1,8,ABBA,Waterloo,24,1,1,0
1974,Final,Luxembourg,Brighton,1,9,Ireen Sheer,"Bye, Bye, I Love You",14,4,0,0
1974,Final,Monaco,Brighton,1,10,Romuald,Celui Qui Reste Et Celui Qui S'en Va,14,4,0,0
1974,Final,Belgium,Brighton,1,11,Jacques Hustin,Fleur De Liberté,10,9,0,0
1974,Final,Netherlands,Brighton,1,12,Mouth and MacNeal,I See A Star,15,3,0,0
1974,Final,Ireland,Brighton,1,13,Tina,Cross Your Heart,11,7,0,0
1974,Final,Germany,Brighton,1,14,Cindy und Bert,Die Sommermelodie,3,14,0,0
1974,Final,Switzerland,Brighton,1,15,Piera Martell,Mein Ruf Nach Dir,3,14,0,0
